Comando,NomeCat,IDProduto,CodProd,NomeProd,Peso,Descricao,DescrLonga,DescrURL,URLTarget,Estoque,EstoqueMinimo,Disponivel,ICMS,Custo,Preco,PrecoProm,PrecoB2B,PrecoB2BProm,DataPromInicio,DataPromFim,Lancamento,EmDestaque,ImagemProd,ImagemDet,ImagemAmp,Adicional1,Adicional2,Adicional3,AdicionalD1,AdicionalD2,AdicionalD3,Cores,OrdemProd,IDProdutoPai,RamoProd,MaisProd,DataVencimento,DiasAvisoVencimento,DiasReposicao,IDParceiroProd,DescrHTM,MetaKeywordsProd,MaxParcelasProd,XMLParcelasProd,CodBarrasProd,Embalavel,IsProdutoGrande,LarguraProd,AlturaProd,ProfundidadeProd,CodVideo,ProdMPN,TitleProd,URLProd,VendaConjunta,MetaDescriptionProd,IDsFiltroItem
"A","BEARCO",5726468,"1085240","",500,"","","",False,0,0,True,0,0,89,0,0,0,,,False,False,"","","","129629","","","","","","",0,5726354,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","calca-moletom-unisex-bearco-79305666","","",""
"A","BEARCO",5726469,"1085241","",500,"","","",False,0,0,True,0,0,89,0,0,0,,,False,False,"","","","129630","","","","","","",0,5726354,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","calca-moletom-unisex-bearco-27351016","","",""
"A","BEARCO",5756844,"1085247","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129628","","","","","","",0,5756841,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-preta-40693301","","",""
"A","BEARCO",5756847,"1085248","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129629","","","","","","",0,5756841,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-preta-90951174","","",""
"A","BEARCO",5756849,"1085249","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129630","","","","","","",0,5756841,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-preta-84830874","","",""
"A","BEARCO",5756855,"1085258","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129628","","","","","","",0,5756853,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-azul-56628054","","",""
"A","BEARCO",5756857,"1085259","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129629","","","","","","",0,5756853,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-azul-14095706","","",""
"A","BEARCO",5756858,"1085260","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,True,True,"","","","129630","","","","","","",0,5756853,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-azul-15925235","","",""
"A","BEARCO",5756861,"1085262","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129628","","","","","","",0,5756860,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-branca-81885928","","",""
"A","BEARCO",5756862,"1085263","",200,"","","",False,1,0,True,0,0,60,0,0,0,,,False,False,"","","","129629","","","","","","",0,5756860,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-branca-44607180","","",""
"A","BEARCO",5756863,"1085264","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129630","","","","","","",0,5756860,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-branca-82220095","","",""
"A","BEARCO",5756866,"1085437","",200,"","","",False,2,0,True,0,0,60,0,0,0,,,False,False,"","","","129628","","","","","","",0,5756865,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-camuflada-preta-19477481","","",""
"A","BEARCO",5756867,"1085251","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129629","","","","","","",0,5756865,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-camuflada-preta-19561404","","",""
"A","BEARCO",5756868,"1085252","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129630","","","","","","",0,5756865,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-camuflada-preta-18912906","","",""
"A","BEARCO",5756874,"1085254","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129628","","","","","","",0,5756873,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-verde-7383365","","",""
"A","BEARCO",5756875,"1085255","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129629","","","","","","",0,5756873,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-verde-18445987","","",""
"A","BEARCO",5756876,"1085256","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129630","","","","","","",0,5756873,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-verde-76333254","","",""
"A","BEARCO",5756879,"1085370","",200,"","","",False,3,0,True,0,0,60,48,0,0,05/03/2018,10/03/2018,False,False,"","","","129628","","","","","","",0,5756878,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-feminina-bearco-azul-22153873","","",""
"A","BEARCO",5756880,"1085371","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129629","","","","","","",0,5756878,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-feminina-bearco-azul-78402346","","",""
"A","BEARCO",5756881,"1085372","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129630","","","","","","",0,5756878,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-feminina-bearco-azul-692386","","",""
"A","BEARCO",5756883,"1085373","",200,"","","",False,5,0,True,0,0,60,48,0,0,05/03/2018,10/03/2018,False,False,"","","","129628","","","","","","",0,5756882,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-feminina-bearco-branca-56768435","","",""
"A","BEARCO",5756885,"1085374","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129629","","","","","","",0,5756882,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-feminina-bearco-branca-33311099","","",""
"A","BEARCO",5756886,"1085375","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129630","","","","","","",0,5756882,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-feminina-bearco-branca-92936343","","",""
"A","BEARCO",5756894,"1085253","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129848","","","","","","",0,5756865,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-camuflada-preta-28097171","","",""
"A","BEARCO",5756898,"1085266","",200,"","","",False,2,0,True,0,0,60,0,0,0,,,False,False,"","","","129628","","","","","","",0,5756897,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-camuflada-verde-22898501","","",""
"A","BEARCO",5756899,"1085438","",200,"","","",False,5,0,True,0,0,60,0,0,0,,,False,False,"","","","129629","","","","","","",0,5756897,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-camuflada-verde-26723880","","",""
"A","BEARCO",5756900,"1085439","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129630","","","","","","",0,5756897,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-camuflada-verde-11529178","","",""
"A","BEARCO",5756901,"1085440","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,False,False,"","","","129848","","","","","","",0,5756897,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-masculina-bearco-camuflada-verde-8085269","","",""
"A","BEARCO",5756916,"1085376","",200,"","","",False,4,0,True,0,0,60,48,0,0,05/03/2018,10/03/2018,True,True,"","","","129628","","","","","","",0,5756915,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-feminina-bearco-preta-56251162","","",""
"A","BEARCO",5756932,"1085368","",200,"","","",False,4,0,True,0,0,60,48,0,0,05/03/2018,10/03/2018,False,False,"","","","129628","","","","","","",0,5756931,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-feminina-bearco-verde-80019778","","",""
"A","BEARCO",5756933,"1085369","",200,"","","",False,0,0,True,0,0,60,0,0,0,,,True,True,"","","","129629","","","","","","",0,5756931,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-feminina-bearco-verde-62434023","","",""
"A","BEARCO",5805354,"1085387","",300,"","","",False,14,0,True,0,0,69,47.9,0,0,05/03/2018,10/03/2018,False,False,"","","","129628","","","","","","",0,5805352,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-unicornio-27756900","","",""
"A","BEARCO",5805357,"1085388","",300,"","","",False,5,0,True,0,0,69,47.9,0,0,05/03/2018,10/03/2018,False,False,"","","","129629","","","","","","",0,5805352,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-unicornio-37434024","","",""
"A","BEARCO",5805359,"1085389","",300,"","","",False,0,0,True,0,0,69,0,0,0,,,False,False,"","","","129630","","","","","","",0,5805352,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-unicornio-24096316","","",""
"A","BEARCO",5815636,"1085446","",300,"","","",False,137,0,True,0,0,89,0,0,0,,,False,False,"","","","129628","","","","","","",0,5815631,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","grip-protetor-para-as-palmas-das-maos-branco-89059084","","",""
"A","BEARCO",5815638,"1085447","",300,"","","",False,121,0,True,0,0,89,0,0,0,,,False,False,"","","","129629","","","","","","",0,5815631,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","grip-protetor-para-as-palmas-das-maos-branco-99004763","","",""
"A","BEARCO",5815640,"1085448","",300,"","","",False,162,0,True,0,0,89,0,0,0,,,False,False,"","","","129630","","","","","","",0,5815631,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","grip-protetor-para-as-palmas-das-maos-branco-8875674","","",""
"A","BEARCO",5821082,"","",500,"","","",False,28,0,True,0,0,199,0,0,0,,,False,False,"","","","129628","","","","","","",0,5821081,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","bearco-nylon-weightlifting-belt-27051944","","",""
"A","BEARCO",5821083,"","",500,"","","",False,27,0,True,0,0,199,0,0,0,,,False,False,"","","","129629","","","","","","",0,5821081,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","bearco-nylon-weightlifting-belt-15958804","","",""
"A","BEARCO",5821084,"","",500,"","","",False,27,0,True,0,0,199,0,0,0,,,False,False,"","","","129630","","","","","","",0,5821081,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","bearco-nylon-weightlifting-belt-19791812","","",""
"A","BEARCO",5757098,"1085436","",2000,"","","",False,0,0,True,0,0,175,0,0,0,,,False,False,"","","","","","","","","","7",0,5757096,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","sofa-inflavel-67614382","","",""
"A","BEARCO",5757099,"1085435","",0,"","","",False,0,0,True,0,0,175,0,0,0,,,False,False,"","","","","","","","","","66022",0,5757096,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","sofa-inflavel-44643802","","",""
"A","BEARCO",5972251,"","",200,"","","",False,10,0,True,0,0,59.9,47.9,0,0,05/03/2018,10/03/2018,False,False,"","","","129628","","","","","","",0,5972250,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-oficial-do-power-monkey-brazil-fem--27656192","","",""
"A","BEARCO",5972252,"","",200,"","","",False,20,0,True,0,0,59.9,47.9,0,0,05/03/2018,10/03/2018,False,False,"","","","129629","","","","","","",0,5972250,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-oficial-do-power-monkey-brazil-fem--47959536","","",""
"A","BEARCO",5972253,"","",200,"","","",False,5,0,True,0,0,59.9,47.9,0,0,05/03/2018,10/03/2018,False,False,"","","","129630","","","","","","",0,5972250,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-oficial-do-power-monkey-brazil-fem--88981264","","",""
"A","BEARCO",5971957,"","",200,"","","",False,5,0,True,0,0,59.9,0,0,0,,,False,False,"","","","129628","","","","","","",0,5971956,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-oficial-do-power-monkey-brazil-21471805","","",""
"A","BEARCO",5971958,"","",200,"","","",False,25,0,True,0,0,59.9,0,0,0,,,False,False,"","","","129629","","","","","","",0,5971956,,"",,,0,,"","",0,0,,True,False,0,0,0,"","","","camiseta-oficial-do-power-monkey-brazil-71064395","","",""
